gene	n_methods
Q8IWB9	1
Q8TEU7	1
Q9NP61	1
Q9Y4X4	1
Q8ND24	1
Q9NVP4	1
Q9NVV4	1
Q16656	1
Q8NA92	1
O14576	1
Q86WS4	1
Q8NCD3	1
Q8N5I9	1
O43257	1
Q9WJR5	1
Q8NAP1	1
Q9Y6M1	1
O75531	1
O43295	1
O14497	1
A4PIV7	1
A4PIV9	1
Q8NCN4	1
Q9Y6F8	1
Q99733	1
Q9BQE9	1
Q9H8M2	1
Q92784	1
Q99626	1
Q8TAT5	1
O75177	1
Q5K651	1
O94805	1
Q86U86	1
Q8WUZ0	1
Q4VC05	1
Q8WUB8	1
Q6N021	1
Q92782	1
Q9P2D1	1
Q6AI39	1
Q68CP9	1
Q9NZM4	1
Q15532	1
Q8NF64	1
Q92785	1
Q9BZ95	1
Q8NFD5	1
Q9BWT1	1
P84098	1
P40429	1
P18621	1
P62857	1
P46783	1
P09012	1
Q01081	1
P09661	1
Q16629	1
P61254	1
P62314	1
P63220	1
P63173	1
P62316	1
P62841	1
P08621	1
Q8NHW5	1
Q14872	1
P38159	1
P05388	1
P26373	1
Q13242	1
P31942	1
O75643	1
P60866	1
P14866	1
P22087	1
P32969	1
Q96L21	1
P18124	1
P36578	1
P62701	1
Q14764	1
P54274	1
P06493	1
P27348	1
P11142	1
P05161	1
P39019	1
Q15029	1
P00441	1
P31946	1
P07900	1
P17040	1
Q5S007	1
P33993	1
Q96B67	1
P61088	1
Q9HCE7	1
Q9Y297	1
Q9C0B0	1
Q9UKB1	1
P34932	1
P0DMV8	1
P04792	1
P12830	1
P05386	1
P18077	1
P05387	1
P08708	1
O14979	1
Q9UNE7	1
Q15910	1
Q14790	1
Q13283	1
Q15554	1
P25788	1
P84022	1
Q92793	1
Q99728	1
Q14258	1
Q9H9S0	1
P49759	1
P61981	1
P62258	1
P42858	1
Q9UBN7	1
P46108	1
P21796	1
P48431	1
P55795	1
P46782	1
P62277	1
Q99558	1
P61313	1
P42766	1
P62241	1
P43243	1
P46779	1
P39023	1
P62266	1
P62081	1
P62318	1
Q92499	1
P62280	1
Q96PK6	1
Q969H0	1
P68400	1
Q08945	1
P35226	1
P49841	1
P36957	1
P55317	1
Q00653	1
Q7KZN9	1
P28482	1
Q05655	1
Q8N0Z3	1
Q13526	1
P25490	1
P56537	1
Q92734	1
Q92731	1
Q9Y6E7	1
Q9UBS0	1
Q14197	1
P40337	1
P53350	1
P35222	1
P15884	1
Q16659	1
P62987	1
Q99497	1
Q99714	1
Q9Y5K5	1
Q9UHD2	1
Q01860	1
Q9HAU4	1
P63244	1
Q14974	1
Q15796	1
P52292	1
Q9Y2I6	1
Q92993	1
P83916	1
P52294	1
Q92831	1
Q96FW1	1
Q9NPJ6	1
P31040	1
Q99996	1
Q9GZT8	1
P38936	1
P40763	1
Q01968	1
Q93062	1
Q15464	1
Q96CW1	1
P14373	1
P55072	1
Q12933	1
Q09472	1
Q8IVM0	1
P36873	1
Q6P1J9	1
P42566	1
P62140	1
P60709	1
Q14164	1
P49407	1
Q9BXW9	1
P45973	1
Q16665	1
Q96EB6	1
P42224	1
P52732	1
Q96DB2	1
P24928	1
P51116	1
Q06609	1
P42771	1
Q13509	1
Q01664	1
Q9C005	1
Q07666	1
Q14204	1
Q13315	1
P61077	1
P08865	1
Q9UKM9	1
Q86V81	1
Q9UL18	1
Q9UHX1	1
P46087	1
Q13535	1
Q13185	1
P62837	1
Q00987	1
P61964	1
Q8WXI9	1
Q15020	1
Q16576	1
Q9UK80	1
P35251	1
Q96CS3	1
Q5VTR2	1
Q13469	1
P61244	1
P15336	1
Q9H2C0	1
Q13619	1
P30153	1
Q8IY92	1
P49459	1
Q01831	1
P49674	1
Q9UJM3	1
Q14839	1
Q96GD4	1
P19438	1
Q96RT1	1
Q13561	1
P60484	1
Q9NRR5	1
P43405	1
P25786	1
P0DP23	1
Q13077	1
P25054	1
P32121	1
P21860	1
Q9Y5T5	1
Q15797	1
P46531	1
Q7L0Q8	1
Q8NC51	1
O75665	1
Q68CZ1	1
Q9C0F1	1
Q9UGI8	1
Q96HA8	1
Q14847	1
O96017	1
P56945	1
Q96PU4	1
P25963	1
Q13153	1
Q14451	1
Q8WV44	1
Q9H788	1
Q8N960	1
Q8IWL3	1
Q15154	1
Q9H8V3	1
Q06124	1
P10275	1
Q5SW79	1
O60216	1
Q8N6T7	1
Q13322	1
Q6NUN9	1
Q9NRD1	1
Q04864	1
P48039	1
Q00005	1
Q16637	1
P33991	1
Q9BUN8	1
Q9NZC7	1
P16333	1
P06400	1
O60341	1
P46937	1
P09429	1
Q9UGN5	1
Q03164	1
Q8WWY3	1
P14618	1
P26358	1
P16455	1
P53999	1
Q96GN5	1
P54253	1
Q14134	1
Q86Y13	1
P01106	1
P17931	1
Q6ZW49	1
Q9BSM1	1
Q9HC52	1
O60260	1
P61221	1
P00519	1
P07196	1
P00533	1
O76031	1
P0CG47	1
Q96AE4	1
Q96GX1	1
Q6NUS6	1
Q8TBK6	1
Q6A162	1
Q13422	1
P60369	1
P41182	1
O14530	1
Q9HBZ2	1
Q8NCE2	1
Q13895	1
Q14129	1
Q9BXL5	1
P08559	1
P09622	1
P31150	1
P34897	1
P31749	1
Q01167	1
P06454	1
P31947	1
Q96A08	1
P25791	1
P42696	1
Q9P2P5	1
P10276	1
P09382	1
Q9UNL4	1
P08047	1
Q13418	1
Q13043	1
Q9H3L0	1
O43918	1
O60907	1
O15111	1
O43318	1
O95758	1
O15169	1
O15357	1
O15355	1
O14965	1
Q8N5A5	1
O43741	1
Q9BQA5	1
P07954	1
Q96L14	1
O14980	1
O15287	1
Q9H1Y0	1
P51608	1
O96019	1
P01100	1
Q9P127	1
P49450	1
O75815	1
P09914	1
O75367	1
O95714	1
O95644	1
O95503	1
P35240	1
P04150	1
Q8IUH5	1
Q8TD31	1
O14744	1
O75791	1
O75582	1
O14964	1
O75376	1
O75182	1
O75604	1
O00716	1
P62753	1
P25398	1
O14775	1
O95785	1
O00560	1
O14862	1
O00308	1
P0C7X2	1
P62750	1
Q02878	1
P62899	1
P62854	1
P62888	1
P62913	1
P62917	1
P83731	1
O14641	1
P08754	1
Q99729	1
Q02543	1
Q9Y3U8	1
Q13310	1
Q9BUJ2	1
P62910	1
Q9Y6J0	1
Q6ZU65	1
Q9Y2V0	1
Q9NPG3	1
O75164	1
Q9Y2Q1	1
Q5IJ48	1
O14929	1
Q96QV6	1
Q13112	1
Q8IWY9	1
Q149N8	1
Q9H3R0	1
Q9Y294	1
Q6ZRQ5	1
Q9NR48	1
P08582	1
Q9NVM4	1
P49321	1
Q96T88	1
Q96HA7	1
Q53GL7	1
Q8TEX9	1
Q96NS5	1
O75446	1
O00429	1
O15294	1
O15160	1
O43463	1
O43251	1
O00257	1
O60741	1
Q53H47	1
Q96BW5	1
P09629	1
Q9BUH6	1
Q53H76	1
P50549	1
Q9H9Q4	1
P52945	1
Q8N6D2	1
Q9C029	1
Q5RIA9	1
Q9P0N8	1
Q9P2E8	1
O15344	1
P00748	1
O14681	1
Q9H790	1
Q86UA6	1
P43351	1
P08218	1
O43488	1
O60870	1
O76040	1
P78317	1
P35243	1
A0PJE2	1
P54278	1
Q9UGP5	1
P18858	1
P13051	1
Q9UBT6	1
Q13156	1
Q9UM63	1
P41212	1
P10242	1
Q9H2Y7	1
Q9UJU2	1
Q96B23	1
Q96HI0	1
Q86Y37	1
Q9Y6X2	1
Q9UJ78	1
Q6VMQ6	1
P20591	1
Q9UIS9	1
Q13569	1
Q8TAD8	1
Q9UKL3	1
Q9GZU2	1
Q7Z333	1
Q15486	1
Q01543	1
Q9UHP3	1
P15104	1
Q9Y4E5	1
Q9H422	1
P07288	1
P20848	1
Q6IAD4	1
P06746	1
O15393	1
Q9H3D4	1
Q9P0U3	1
O75925	1
Q9BZY1	1
Q9UE85	1
Q71RA7	1
Q59H09	1
Q05835	1
Q59GQ8	1
P41145	1
Q9NYA3	1
Q8NDC0	1
O95551	1
P35712	1
Q6DJT9	1
Q15916	1
G2XKQ0	1
Q8NDT9	1
Q9H8M9	1
P86478	1
Q86Z02	1
Q9UI21	1
Q9Y3V2	1
Q8WWZ3	1
Q59GP6	1
Q9HCK0	1
O75030	1
P12757	1
Q9UBW7	1
Q6PEW1	1
Q5W0Q7	1
Q5VV41	1
Q8N3Z6	1
Q12772	1
Q9P212	1
Q5THR3	1
Q9H8N7	1
Q96BF6	1
P31270	1
Q8IV32	1
Q3SY56	1
Q8WW38	1
Q14703	1
Q02447	1
Q9UHJ3	1
Q9BSJ6	1
Q5FWF5	1
Q92766	1
Q9Y466	1
O95243	1
Q9P2R6	1
Q13127	1
Q96N64	1
Q9Y232	1
Q8N108	1
Q8IWS0	1
Q14865	1
Q9H0E3	1
Q99583	1
Q5JVG8	1
Q8NEV1	1
O00222	1
O00180	1
Q01130	1
Q9UK58	1
Q9NUH8	1
Q8IZD2	1
Q92823	1
Q6STE5	1
Q9UIG0	1
Q02880	1
Q86X55	1
Q92925	1
Q8NEM0	1
Q13351	1
O14753	1
O95096	1
Q96T23	1
Q9NRF9	1
O43638	1
Q9BXF3	1
Q96C55	1
P19622	1
P09455	1
O75956	1
Q9H0E4	1
O43623	1
A8MW92	1
O95567	1
P78367	1
Q6P5X7	1
Q8TBJ5	1
Q8N328	1
Q9UKN5	1
Q6ICB0	1
Q7Z3K6	1
O95365	1
Q8IX07	1
Q9P1Z0	1
P41219	1
Q5VYP0	1
O60658	1
A0A0B4J269	1
A6NFT4	1
Q9Y2W2	1
O94916	1
Q14444	1
P17010	1
O95696	1
Q8IV45	1
Q8NFZ5	1
Q99576	1
Q9BYH8	1
Q8NC74	1
Q8NI38	1
Q9NWW0	1
Q8WTV1	1
P35249	1
Q14244	1
B7ZAP0	1
Q14149	1
Q15723	1
Q5T0B9	1
Q9NPC7	1
Q01534	1
P12544	1
Q8N8E3	1
Q96JF6	1
Q9NXP7	1
Q86VY4	1
Q9P0U4	1
P62829	1
P62847	1
P46776	1
P62244	1
P46778	1
P35268	1
P30050	1
P31943	1
P61247	1
Q92945	1
P62269	1
P51991	1
P42677	1
P52597	1
Q13151	1
P62263	1
Q96BT3	1
Q9NYT6	1
P49207	1
P62851	1
P50914	1
P62424	1
P61353	1
P46781	1
P26378	1
Q9Y2W6	1
O75569	1
A0A1B0GVN0	1
Q2VIK8	1
Q86Y91	1
Q92613	1
Q6P0N0	1
