gene	n_methods
Q92499	1
P62280	1
P68371	1
P55795	1
Q6ZWB6	1
Q9H2K8	1
Q5VZB9	1
P49411	1
Q14103	1
P39019	1
P63244	1
P46779	1
Q9P1W9	1
Q6J9G0	1
P56179	1
Q8IWX7	1
Q59GT1	1
Q86V86	1
Q96CD0	1
P14616	1
