gene	n_methods
Q53FD0	1
Q2WGJ6	1
Q68DK2	1
Q8TAU3	1
Q96SQ5	1
Q9NQL9	1
Q8TAB5	1
Q96IZ5	1
Q5TEC3	1
Q15973	1
Q9NUL5	1
Q7Z3I7	1
Q8IYE0	1
Q8N0S2	1
Q14D33	1
Q9NWL9	1
O75069	1
Q6PEX3	1
Q06250	1
Q5T7P3	1
Q5TA78	1
P07510	1
O60336	1
P60412	1
P25800	1
P49901	1
Q3V5L5	1
Q6L8G9	1
O75716	1
P26371	1
P0C7X2	1
O43597	1
Q13428	1
Q14318	1
Q9H0R8	1
Q9BYR0	1
Q9BYQ6	1
Q8NDP4	1
Q9NP91	1
O95751	1
Q8NA54	1
P60411	1
O60573	1
O15169	1
P17482	1
Q8N143	1
P21980	1
P19367	1
O95817	1
P78362	1
P07900	1
Q01844	1
Q9NQS3	1
P01241	1
P84022	1
Q92793	1
Q5BKY6	1
Q8NHX4	1
O95990	1
A1L4K1	1
P35900	1
O43167	1
O95201	1
P68431	1
P00540	1
O95363	1
Q14974	1
O95373	1
P49910	1
Q5T681	1
P59990	1
P59991	1
P32242	1
P60370	1
Q5T5B0	1
Q5T5A8	1
P60331	1
Q5TA82	1
O76081	1
Q5TA79	1
P12268	1
P04629	1
Q96EK5	1
P00533	1
P55196	1
P06748	1
Q9HC97	1
Q99972	1
P26368	1
P34947	1
P35241	1
Q06124	1
P30556	1
Q9C0E4	1
Q7L0Q8	1
Q9BUA3	1
P40763	1
Q96Q89	1
P49760	1
Q16543	1
Q96SW2	1
P67809	1
Q16763	1
P68104	1
Q14258	1
Q15369	1
P68366	1
P49736	1
Q9NQ11	1
Q13573	1
Q9NRD5	1
P12814	1
Q9P2M1	1
Q9BYP7	1
Q02083	1
P02741	1
O75528	1
Q15434	1
Q9P0T7	1
O75581	1
Q8TF63	1
Q8WUT4	1
Q17RG1	1
B2RAB7	1
Q09FC8	1
Q9NPI5	1
Q9H4A3	1
Q9NZJ4	1
O14965	1
Q86YD3	1
O15488	1
P51686	1
O15440	1
Q24JQ0	1
Q15053	1
A6NN06	1
Q9NUM3	1
Q9NVU0	1
Q6AW86	1
Q9H3S5	1
P22607	1
Q01814	1
Q9Y616	1
P16591	1
P08727	1
Q9NX63	1
P15884	1
Q15560	1
Q9BZW7	1
P14373	1
O95967	1
P36406	1
O95757	1
Q5SSJ5	1
Q9NS91	1
O75396	1
P62807	1
P49815	1
Q9Y570	1
Q9BUY5	1
P21462	1
O95810	1
P02776	1
O60739	1
Q9H944	1
Q14164	1
P30153	1
Q8WTR2	1
O75381	1
P53420	1
P0DML3	1
O15524	1
P02462	1
P16519	1
P36639	1
O00214	1
