query,ensembl_gene_id
Q96Q42,ENSG00000003393
P45880,ENSG00000165637
P20941,ENSG00000116703
Q13093,ENSG00000146070
Q08378,ENSG00000090615
P48764,ENSG00000066230
Q15714,ENSG00000102804
Q96EV2,ENSG00000184863
Q5T764,ENSG00000204010
Q8NFU7,ENSG00000138336
P05023,ENSG00000163399
O75015,ENSG00000162747
Q6ZSZ5,ENSG00000104880
Q5EBL2,ENSG00000197483
Q93034,ENSG00000166266
O14936,ENSG00000147044
P55061,ENSG00000139644
Q8N2W9,ENSG00000105229
Q86YD3,ENSG00000149582
Q66K64,ENSG00000132017
Q8IVW6,ENSG00000179361
Q9Y5V3,ENSG00000179222
Q92560,ENSG00000163930
Q8WXS4,ENSG00000171227
P16260,ENSG00000122912
Q92990,ENSG00000174842
Q16842,ENSG00000157350
Q9NVP2,ENSG00000288210
Q8TCD1,ENSG00000177576
O95251,ENSG00000136504
Q14353,ENSG00000130005
Q8IWB9,ENSG00000136478
O94766,ENSG00000149541
P22234,ENSG00000128050
Q06187,ENSG00000010671
P18089,ENSG00000274286
Q5GFL6,ENSG00000165816
Q9H4I2,ENSG00000174306
P49023,ENSG00000089159
Q9Y2X9,ENSG00000162702
Q8N695,ENSG00000256870
Q9BXN2,ENSG00000172243
Q8N398,ENSG00000145198
P78423,ENSG00000006210
P30511,ENSG00000229698
A1A4S6,ENSG00000071205
P25940,ENSG00000080573
P49638,ENSG00000137561
Q8NEP9,ENSG00000186300
Q14094,ENSG00000118816
O75366,ENSG00000135407
Q1L5Z9,ENSG00000170500
P14060,ENSG00000203857
P35244,ENSG00000106399
Q8WWX9,ENSG00000198832
Q5VU97,ENSG00000158966
Q6PJW8,ENSG00000162852
P28347,ENSG00000187079
A6NFD8,ENSG00000187821
Q9Y5L0,ENSG00000064419
Q2KHT3,ENSG00000038532
Q8TD16,ENSG00000185963
Q9UL45,ENSG00000104164
P01236,ENSG00000172179
Q9HBR0,ENSG00000157637
O43670,ENSG00000010244
Q01130,ENSG00000161547
Q86VF5,ENSG00000106384
Q7Z7E8,ENSG00000160714
Q9ULH4,ENSG00000156564
Q96E52,ENSG00000162600
P24534,ENSG00000114942
Q8N3H0,ENSG00000198673
Q7Z6K3,ENSG00000188647
P49840,ENSG00000105723
Q6PL18,ENSG00000156802
Q9GZM6,ENSG00000279116
Q9ULC4,ENSG00000232119
A7KAX9,ENSG00000134909
O60763,ENSG00000138768
Q6IPW1,ENSG00000180425
Q9NRP2,ENSG00000291948
Q53FD0,ENSG00000119703
P54855,ENSG00000277132
Q99456,ENSG00000263243
Q32M88,ENSG00000142102
O95153,ENSG00000005379
O75298,ENSG00000125744
Q9H0R3,ENSG00000186501
O00755,ENSG00000154764
P15121,ENSG00000085662
Q8WXA3,ENSG00000204130
A5D8T8,ENSG00000157322
H3BPM6,ENSG00000225526
Q96GE4,ENSG00000258890
Q9BRV8,ENSG00000052723
Q9H813,ENSG00000065600
Q711Q0,ENSG00000177354
Q8TBB1,ENSG00000072201
P11215,ENSG00000169896
Q9UK33,ENSG00000213015
Q9Y4K0,ENSG00000134013
P49146,ENSG00000185149
Q14697,ENSG00000089597
Q8IV03,ENSG00000153714
Q86VS8,ENSG00000168172
Q8WVB3,ENSG00000169660
Q9Y2E8,ENSG00000197818
Q15021,ENSG00000010292
Q96LC9,ENSG00000104081
Q9Y6H3,ENSG00000262145
O15240,ENSG00000128564
Q9Y543,ENSG00000069812
Q8IWA5,ENSG00000129353
Q99640,ENSG00000127564
O95178,ENSG00000090266
Q16740,ENSG00000125656
Q8N7B6,ENSG00000163138
Q9GZX6,ENSG00000127318
Q13765,ENSG00000196531
Q8NCS7,ENSG00000137968
O94768,ENSG00000081320
Q8IYY4,ENSG00000158163
Q9BQ70,ENSG00000141002
P05161,ENSG00000187608
P07477,ENSG00000204983
P26641,ENSG00000254772
Q96PZ7,ENSG00000183117
Q9Y6R4,ENSG00000085511
P51809,ENSG00000124333
P22735,ENSG00000285348
Q7Z4T9,ENSG00000183833
O00411,ENSG00000099821
Q96HN2,ENSG00000158467
P52736,ENSG00000125846
Q8TDS5,ENSG00000162881
P80404,ENSG00000183044
P02652,ENSG00000158874
Q14D33,ENSG00000188011
Q7Z4S6,ENSG00000139116
Q9P0J0,ENSG00000186010
P22413,ENSG00000197594
Q8WWA0,ENSG00000179914
O43281,ENSG00000100842
Q0VDD7,ENSG00000132016
Q86UW1,ENSG00000163959
P05165,ENSG00000175198
P28482,ENSG00000100030
Q9NX08,ENSG00000169019
P50553,ENSG00000139352
Q00325,ENSG00000075415
Q9P2E3,ENSG00000124201
Q8IWZ6,ENSG00000138686
P07942,ENSG00000091136
Q86Y39,ENSG00000174886
Q96HA8,ENSG00000156795
Q9NX47,ENSG00000198060
Q5TF39,ENSG00000173214
Q5HYN5,ENSG00000268940
Q9BQB4,ENSG00000167941
O60885,ENSG00000141867
O95866,ENSG00000230060
Q9BUE0,ENSG00000130772
P24530,ENSG00000136160
O43364,ENSG00000105996
Q96GK7,ENSG00000292086
Q2TB10,ENSG00000048405
O95858,ENSG00000099282
P05549,ENSG00000137203
Q99729,ENSG00000197451
Q9NZU0,ENSG00000125848
Q8N485,ENSG00000145721
Q9BVG4,ENSG00000102390
O95727,ENSG00000109943
Q9NQM4,ENSG00000080572
Q96P15,ENSG00000206072
Q00403,ENSG00000137947
Q86WK6,ENSG00000181754
Q9NSN8,ENSG00000147481
Q9NRC1,ENSG00000004866
Q3SX64,ENSG00000181781
Q96JW4,ENSG00000136052
P01135,ENSG00000163235
Q15761,ENSG00000164129
P21802,ENSG00000066468
Q96SJ8,ENSG00000157570
Q96D42,ENSG00000113249
Q9H4B7,ENSG00000101162
P07998,ENSG00000129538
P17030,ENSG00000175395
P42568,ENSG00000171843
O75293,ENSG00000099860
Q96HY7,ENSG00000181192
P55082,ENSG00000037749
Q8IUK8,ENSG00000141668
Q16760,ENSG00000077044
Q9Y5I3,ENSG00000204970
Q96KM6,ENSG00000196700
Q8N8R3,ENSG00000197119
O95841,ENSG00000116194
Q13098,ENSG00000169727
Q4W5P6,ENSG00000164112
P13489,ENSG00000023191
P98198,ENSG00000143515
Q6TCH4,ENSG00000160781
P10145,ENSG00000169429
P82979,ENSG00000205323
Q86VW0,ENSG00000187231
P29317,ENSG00000142627
Q13206,ENSG00000178105
Q12767,ENSG00000177728
Q8NCU1,ENSG00000175699
Q9BZJ4,ENSG00000013306
Q96PV6,ENSG00000274305
Q969V3,ENSG00000125912
Q8TCC3,ENSG00000185414
Q96JG8,ENSG00000154545
Q96JG8,ENSG00000187243
Q9NUU7,ENSG00000168872
Q13753,ENSG00000058085
Q13887,ENSG00000102554
Q92896,ENSG00000090863
Q15326,ENSG00000015171
P78536,ENSG00000151694
P56597,ENSG00000112981
O60281,ENSG00000188994
Q9NRJ3,ENSG00000151882
Q8WWW8,ENSG00000160219
P56192,ENSG00000166986
Q9GZK4,ENSG00000232984
Q8NBR0,ENSG00000167543
Q6WRI0,ENSG00000152580
Q9H5Y7,ENSG00000184564
Q86UR5,ENSG00000079841
Q6ICR9,ENSG00000241394
P07437,ENSG00000235067
P78357,ENSG00000108797
Q2M2I5,ENSG00000167916
Q13562,ENSG00000162992
Q96GQ7,ENSG00000124228
O94822,ENSG00000198862
Q96PP8,ENSG00000154451
Q9UKQ9,ENSG00000213022
P51793,ENSG00000073464
Q8N859,ENSG00000178665
Q3I5F7,ENSG00000205669
P46939,ENSG00000152818
O95363,ENSG00000145982
P49257,ENSG00000074695
P61221,ENSG00000164163
Q0D2K0,ENSG00000172548
Q8IZK6,ENSG00000153898
Q6NXT4,ENSG00000152683
P09919,ENSG00000108342
Q9HBV1,ENSG00000132429
Q96MH6,ENSG00000167904
Q9Y5X1,ENSG00000130340
Q75VX8,ENSG00000157833
P23763,ENSG00000139190
Q8TEB9,ENSG00000144468
Q8WXC3,ENSG00000169900
Q92485,ENSG00000130768
Q8WWA1,ENSG00000088726
P61925,ENSG00000171033
Q8NAN2,ENSG00000180488
Q8IZN3,ENSG00000175048
Q13009,ENSG00000156299
Q9UQM7,ENSG00000070808
Q7Z7K0,ENSG00000187118
O14713,ENSG00000119185
Q9UGR2,ENSG00000100403
Q9H2V7,ENSG00000169682
P05976,ENSG00000168530
Q8NE00,ENSG00000109066
Q9UBC0,ENSG00000169856
Q86TC9,ENSG00000138347
O43900,ENSG00000012211
P34981,ENSG00000174417
Q92830,ENSG00000108773
O60879,ENSG00000147202
Q99758,ENSG00000167972
P10909,ENSG00000120885
Q96EF6,ENSG00000269190
Q13410,ENSG00000292177
Q16676,ENSG00000251493
P49821,ENSG00000167792
Q9NWQ9,ENSG00000179933
O14893,ENSG00000092208
Q5VT66,ENSG00000186205
P00505,ENSG00000125166
Q9P2D1,ENSG00000171316
Q9UBD5,ENSG00000135336
P35368,ENSG00000170214
Q8N0Y7,ENSG00000226784
Q9UPV0,ENSG00000110274
O95833,ENSG00000169583
P35442,ENSG00000186340
P06576,ENSG00000110955
Q8NHV4,ENSG00000139350
Q96M94,ENSG00000174010
O00584,ENSG00000026297
O75925,ENSG00000033800
Q8NEJ0,ENSG00000167065
P24863,ENSG00000112237
Q6AI12,ENSG00000154945
Q12837,ENSG00000151615
Q9Y6Q5,ENSG00000129354
Q14997,ENSG00000068878
Q10713,ENSG00000165688
P18428,ENSG00000129988
P16070,ENSG00000026508
Q9ULX6,ENSG00000011243
P12036,ENSG00000100285
O00519,ENSG00000117480
P28799,ENSG00000030582
Q14914,ENSG00000106853
Q8WXG9,ENSG00000164199
Q9UHQ1,ENSG00000141562
B5ME19,ENSG00000205609
Q96SU4,ENSG00000117859
Q9BTC8,ENSG00000057935
P30281,ENSG00000112576
P30301,ENSG00000135517
P54709,ENSG00000069849
O60637,ENSG00000140391
Q2VWA4,ENSG00000215474
P21589,ENSG00000135318
Q5VWG9,ENSG00000165632
Q86TE4,ENSG00000187398
Q8IV13,ENSG00000135083
P01009,ENSG00000277377
B2RU33,ENSG00000183206
P15918,ENSG00000166349
Q15124,ENSG00000154330
Q15722,ENSG00000213903
P30542,ENSG00000163485
A8MTY0,ENSG00000196081
O75937,ENSG00000126698
Q8NDA2,ENSG00000148357
Q9NR61,ENSG00000128917
Q6ZNJ1,ENSG00000160796
Q9Y3D5,ENSG00000163319
Q9NV66,ENSG00000198874
Q96LI5,ENSG00000138767
Q9UGP8,ENSG00000025796
Q5VVH5,ENSG00000146243
P53672,ENSG00000163499
P32780,ENSG00000288114
Q9NRZ5,ENSG00000026652
O43166,ENSG00000197555
Q9HD33,ENSG00000136522
Q9NUY8,ENSG00000036054
Q9Y698,ENSG00000166862
Q6P9A1,ENSG00000183647
Q15051,ENSG00000173226
P46782,ENSG00000083845
Q8IYF1,ENSG00000206181
Q08J23,ENSG00000037474
Q9BXC9,ENSG00000125124
Q15063,ENSG00000133110
Q8WUW1,ENSG00000254999
Q8NEX5,ENSG00000180205
Q9GZM5,ENSG00000137207
Q00526,ENSG00000250506
Q2M385,ENSG00000197629
Q92546,ENSG00000107185
Q9UJ68,ENSG00000285250
Q13823,ENSG00000134697
Q8N573,ENSG00000164830
Q8N271,ENSG00000292084
Q5SZJ8,ENSG00000151917
Q6PKH6,ENSG00000292270
Q12889,ENSG00000085465
P82675,ENSG00000144029
Q53GQ0,ENSG00000149084
A5YKK6,ENSG00000125107
Q9BV47,ENSG00000133878
P00338,ENSG00000134333
Q99952,ENSG00000072135
P23610,ENSG00000288709
P23610,ENSG00000277150
P23610,ENSG00000288722
Q8N1E6,ENSG00000171823
Q8WUX1,ENSG00000017483
Q96JG6,ENSG00000004766
Q9NR30,ENSG00000165732
Q9Y3X0,ENSG00000105321
Q9H977,ENSG00000005448
Q9NQG5,ENSG00000101413
Q9NPR9,ENSG00000125734
Q9Y282,ENSG00000125991
O75716,ENSG00000115661
P48634,ENSG00000226618
P32243,ENSG00000165588
Q6IQ23,ENSG00000166689
Q15013,ENSG00000124688
Q5SW96,ENSG00000157978
O15439,ENSG00000125257
Q00796,ENSG00000140263
P58549,ENSG00000221946
Q9NPI6,ENSG00000272886
Q8WTX7,ENSG00000239282
Q9HBE5,ENSG00000103522
Q14206,ENSG00000172348
P62906,ENSG00000198755
Q9UPQ7,ENSG00000121440
Q9NX18,ENSG00000167985
Q86SQ7,ENSG00000276111
A8MYJ7,ENSG00000215912
P62879,ENSG00000172354
Q9Y512,ENSG00000100347
Q9NXH8,ENSG00000198113
O95865,ENSG00000233076
P49326,ENSG00000131781
Q86VF7,ENSG00000197893
Q9UL01,ENSG00000111817
Q15233,ENSG00000147140
P25788,ENSG00000100567
Q9BYG3,ENSG00000155438
Q9HCK8,ENSG00000100888
Q9Y5N5,ENSG00000156239
O95166,ENSG00000170296
P15498,ENSG00000141968
P56750,ENSG00000156282
Q8NCA5,ENSG00000119812
Q8IWX7,ENSG00000141161
Q8TCW7,ENSG00000170044
Q9UHX3,ENSG00000127507
Q07157,ENSG00000277401
Q13362,ENSG00000078304
Q6XD76,ENSG00000187855
P57077,ENSG00000156265
Q9BWF2,ENSG00000183763
Q6UXT9,ENSG00000168792
Q8TEL6,ENSG00000100991
Q96KE9,ENSG00000184887
P78414,ENSG00000170549
Q96RJ3,ENSG00000159958
P13640,ENSG00000125144
Q14693,ENSG00000134324
Q9UM07,ENSG00000159339
P48029,ENSG00000130821
Q0D2J5,ENSG00000197054
O95674,ENSG00000101290
Q99941,ENSG00000234539
P16403,ENSG00000187837
Q4VC44,ENSG00000059122
P22314,ENSG00000130985
P14316,ENSG00000168310
Q8N9H8,ENSG00000187609
P53621,ENSG00000122218
Q9Y6X0,ENSG00000152217
Q96FM1,ENSG00000161395
Q92889,ENSG00000175595
Q8TD08,ENSG00000274205
Q14916,ENSG00000124568
Q6R6M4,ENSG00000223443
Q9H0H0,ENSG00000108506
Q8IVW4,ENSG00000006837
Q5SXM8,ENSG00000213221
P47881,ENSG00000180090
Q8N2Q7,ENSG00000169760
Q96K37,ENSG00000127526
O14727,ENSG00000120868
Q96GU1,ENSG00000158639
A9QM74,ENSG00000185467
Q13445,ENSG00000099203
Q86UC2,ENSG00000130363
Q15382,ENSG00000106615
Q99627,ENSG00000198612
B0I1T2,ENSG00000136286
Q96FT9,ENSG00000119650
Q04721,ENSG00000134250
O00746,ENSG00000103202
Q99697,ENSG00000164093
P78381,ENSG00000292209
Q9HCL3,ENSG00000142065
Q9NXJ0,ENSG00000071203
P51451,ENSG00000136573
P24844,ENSG00000101335
Q96LR2,ENSG00000171357
P09917,ENSG00000275565
Q96C34,ENSG00000198863
Q9ULD0,ENSG00000197444
Q96BD8,ENSG00000262634
Q92736,ENSG00000198626
P10619,ENSG00000064601
Q96JQ0,ENSG00000166341
Q14831,ENSG00000196277
P08670,ENSG00000026025
Q6NSW7,ENSG00000255192
O15194,ENSG00000144677
O15155,ENSG00000105829
Q9NPI0,ENSG00000149483
P04844,ENSG00000291973
P28325,ENSG00000170367
Q6ZNW5,ENSG00000183208
Q01344,ENSG00000091181
Q2M3C7,ENSG00000153820
O15524,ENSG00000185338
P82909,ENSG00000278461
Q9Y608,ENSG00000093167
Q9Y6C5,ENSG00000117425
Q9NWW0,ENSG00000103145
Q9BV23,ENSG00000163686
Q8IW93,ENSG00000291381
O14709,ENSG00000186448
P50748,ENSG00000184445
Q8IWT1,ENSG00000177098
Q16873,ENSG00000213316
Q9NX63,ENSG00000106554
O94876,ENSG00000172765
Q9H3E2,ENSG00000109762
Q14692,ENSG00000165733
P14672,ENSG00000288174
P51692,ENSG00000173757
P21728,ENSG00000184845
P57773,ENSG00000131233
Q9UPR6,ENSG00000105278
P60059,ENSG00000132432
Q96JP2,ENSG00000266714
Q9UG22,ENSG00000106560
Q7RTS6,ENSG00000183034
Q9UGN5,ENSG00000291803
Q13907,ENSG00000067064
Q96S44,ENSG00000172315
O43316,ENSG00000106331
A0FGR8,ENSG00000117868
P45379,ENSG00000118194
Q9H0K6,ENSG00000129317
P36269,ENSG00000099998
O75462,ENSG00000006016
Q9HCU8,ENSG00000175482
Q7Z429,ENSG00000178719
Q96AQ6,ENSG00000163346
Q8TF40,ENSG00000217128
Q9P2L0,ENSG00000118965
P09683,ENSG00000274473
Q9BVG3,ENSG00000116525
Q9HD47,ENSG00000108961
Q13352,ENSG00000142856
Q8WY54,ENSG00000175175
Q9Y5P0,ENSG00000183251
O00634,ENSG00000162068
Q9Y5E4,ENSG00000113209
O14810,ENSG00000168993
Q9Y5A6,ENSG00000166529
Q96PI1,ENSG00000184148
P48304,ENSG00000172023
Q9NR63,ENSG00000003137
Q8WX94,ENSG00000167634
O00139,ENSG00000068796
Q96BT7,ENSG00000137760
P05787,ENSG00000170421
Q96PY6,ENSG00000137601
Q9UN70,ENSG00000240184
Q9UHA2,ENSG00000008324
O00159,ENSG00000197879
Q6UWH6,ENSG00000144043
Q9H4D5,ENSG00000147206
Q8WYK0,ENSG00000172497
Q86XX4,ENSG00000138759
Q3SY52,ENSG00000171649
Q8WVD3,ENSG00000134758
Q9P0U3,ENSG00000079387
Q9NUP1,ENSG00000186222
Q86TI2,ENSG00000142002
Q8NA75,ENSG00000176566
Q96AH8,ENSG00000276600
P38398,ENSG00000012048
P0C2W1,ENSG00000174013
O15118,ENSG00000141458
Q9NUV7,ENSG00000172296
P62875,ENSG00000177700
P05546,ENSG00000099937
O15457,ENSG00000057468
Q9NZI7,ENSG00000153560
Q13568,ENSG00000128604
P45844,ENSG00000160179
Q9UKT7,ENSG00000005812
Q9BRC7,ENSG00000115556
P54296,ENSG00000036448
Q96FJ2,ENSG00000264364
P12644,ENSG00000125378
O00631,ENSG00000170290
P43026,ENSG00000125965
Q9BZJ6,ENSG00000112218
Q86UU0,ENSG00000186174
O96020,ENSG00000175305
Q8N465,ENSG00000180902
Q9UL68,ENSG00000186487
O75467,ENSG00000083812
P45877,ENSG00000168938
P02689,ENSG00000147588
Q02447,ENSG00000172845
O43300,ENSG00000146006
Q68DQ2,ENSG00000080200
P08173,ENSG00000180720
Q92947,ENSG00000105607
Q9H707,ENSG00000178935
P51532,ENSG00000127616
Q9ULU8,ENSG00000163618
Q2QL34,ENSG00000275543
Q9BYE2,ENSG00000137747
Q9ULI2,ENSG00000166532
Q9NVM9,ENSG00000064102
Q8WWY3,ENSG00000276421
Q9HCG8,ENSG00000163510
Q16774,ENSG00000143774
Q93084,ENSG00000074370
Q15468,ENSG00000123473
Q9NTQ9,ENSG00000189433
O94856,ENSG00000163531
Q16864,ENSG00000128524
Q9NVF7,ENSG00000143756
Q8IY17,ENSG00000032444
Q9C0B2,ENSG00000142609
P98170,ENSG00000101966
P78362,ENSG00000135250
Q86XS8,ENSG00000113269
O43660,ENSG00000171566
Q8IVU3,ENSG00000138642
Q9BX46,ENSG00000112183
Q9NYU1,ENSG00000102595
P59923,ENSG00000185219
Q5T2S8,ENSG00000169126
Q96PQ1,ENSG00000254521
Q8N394,ENSG00000179104
Q8NHV1,ENSG00000179144
Q5T1B0,ENSG00000162779
Q5T655,ENSG00000120051
P35226,ENSG00000269897
P35226,ENSG00000168283
Q9C0F3,ENSG00000125945
Q11203,ENSG00000126091
P10082,ENSG00000131096
Q08379,ENSG00000167110
O95772,ENSG00000010270
Q8N5I2,ENSG00000197070
Q9UBZ9,ENSG00000135945
O43502,ENSG00000108384
Q9H1C4,ENSG00000110057
C9JH25,ENSG00000224940
Q9Y536,ENSG00000291978
P13639,ENSG00000167658
O96008,ENSG00000130204
Q9BY32,ENSG00000125877
P09669,ENSG00000164919
Q8NHS1,ENSG00000160318
A7E2V4,ENSG00000214655
Q9UQ88,ENSG00000008128
O00459,ENSG00000105647
Q9BSW2,ENSG00000130038
P51159,ENSG00000069974
Q6ZN06,ENSG00000198346
Q8IVG5,ENSG00000177409
Q9Y3E2,ENSG00000178096
Q14330,ENSG00000125245
E9PRG8,ENSG00000278615
Q6PJG2,ENSG00000156030
P48426,ENSG00000150867
P42336,ENSG00000121879
P25021,ENSG00000113749
Q9UBR1,ENSG00000100024
Q9NZD4,ENSG00000169877
P15954,ENSG00000127184
Q8WXH0,ENSG00000054654
P00973,ENSG00000089127
Q7Z624,ENSG00000143919
Q17RD7,ENSG00000139973
O75461,ENSG00000169016
Q2VPK5,ENSG00000174177
P55774,ENSG00000278006
Q16795,ENSG00000139180
Q9UQV4,ENSG00000078081
Q9BR01,ENSG00000130540
Q13155,ENSG00000106305
O95456,ENSG00000183527
Q2WGJ6,ENSG00000175946
Q9UL54,ENSG00000149930
Q96FL9,ENSG00000158089
O75333,ENSG00000167800
Q9H9G7,ENSG00000126070
Q6P0N0,ENSG00000129534
Q9H8W4,ENSG00000175895
Q9H5H4,ENSG00000169957
Q99895,ENSG00000162438
Q7Z4P5,ENSG00000143869
Q9UHD4,ENSG00000285199
Q6ZNA1,ENSG00000196267
Q8N9F8,ENSG00000178187
Q7Z7B0,ENSG00000118407
P04899,ENSG00000114353
Q86W42,ENSG00000131652
Q01581,ENSG00000112972
Q6UXT8,ENSG00000196711
A6NKG5,ENSG00000254656
P0CG37,ENSG00000136698
Q86XD5,ENSG00000159784
P41238,ENSG00000111701
Q5BKU9,ENSG00000204237
Q7Z392,ENSG00000168538
O60733,ENSG00000184381
Q9UJC5,ENSG00000198478
P78371,ENSG00000166226
Q6NW34,ENSG00000163608
Q71UM5,ENSG00000185088
Q53T94,ENSG00000115750
Q9UKL3,ENSG00000288475
Q92502,ENSG00000130052
O00488,ENSG00000142684
Q6NVV7,ENSG00000205643
O14561,ENSG00000004779
Q15532,ENSG00000141380
Q7Z3Y9,ENSG00000186393
Q99706,ENSG00000274609
Q9H792,ENSG00000173517
Q8N283,ENSG00000198483
Q9UH17,ENSG00000179750
A0AVI4,ENSG00000168936
P23921,ENSG00000167325
Q14764,ENSG00000013364
P56385,ENSG00000169020
O75581,ENSG00000070018
Q14134,ENSG00000137699
P28329,ENSG00000070748
P26010,ENSG00000139626
Q92886,ENSG00000181965
O14514,ENSG00000181790
Q8WWV6,ENSG00000162897
Q8IYB9,ENSG00000272602
Q96FN4,ENSG00000140848
Q6P1X6,ENSG00000213563
P53675,ENSG00000070371
Q96A29,ENSG00000181830
P22392,ENSG00000243678
Q969S6,ENSG00000187713
Q5VUJ6,ENSG00000130224
Q12873,ENSG00000170004
Q6H8Q1,ENSG00000163995
O15492,ENSG00000143333
Q92185,ENSG00000111728
Q9NVV0,ENSG00000095209
Q9NWU5,ENSG00000082515
Q16527,ENSG00000175183
Q9UBU9,ENSG00000162231
Q14590,ENSG00000159917
Q13402,ENSG00000137474
Q8NF64,ENSG00000122515
Q9Y5G5,ENSG00000253767
Q96HP4,ENSG00000154814
Q5T1C6,ENSG00000159445
Q9H1X1,ENSG00000172426
Q14257,ENSG00000117906
Q96K83,ENSG00000198795
Q9H3Y0,ENSG00000101074
Q13507,ENSG00000138741
O96000,ENSG00000291930
P34998,ENSG00000276191
Q8NHZ7,ENSG00000230522
Q9NQZ7,ENSG00000198018
P15848,ENSG00000113273
Q6ZMW3,ENSG00000214595
Q08AG7,ENSG00000204899
Q5HYA8,ENSG00000164953
Q9UL17,ENSG00000073861
P51817,ENSG00000183943
Q969X1,ENSG00000135926
Q96LW4,ENSG00000164306
Q8TF21,ENSG00000089847
Q10469,ENSG00000168282
Q9NRG1,ENSG00000099256
Q9BYS1,ENSG00000221852
Q12805,ENSG00000115380
P07199,ENSG00000125817
Q9BY89,ENSG00000197077
P17813,ENSG00000106991
P31269,ENSG00000078399
Q6UXZ0,ENSG00000182271
P51688,ENSG00000181523
O75175,ENSG00000277600
O75381,ENSG00000142655
P01591,ENSG00000132465
P48444,ENSG00000095139
Q96JC1,ENSG00000166887
Q96SL1,ENSG00000138463
Q9HAT8,ENSG00000139946
P49588,ENSG00000090861
Q9GZV9,ENSG00000118972
Q10587,ENSG00000167074
Q8N8Z6,ENSG00000164465
Q10588,ENSG00000109743
Q9H7U1,ENSG00000107771
Q14117,ENSG00000147647
Q6IBS0,ENSG00000247596
Q3SXM0,ENSG00000182308
Q9NSY0,ENSG00000185189
O75400,ENSG00000196504
Q9NZA1,ENSG00000112782
O94759,ENSG00000142185
P04279,ENSG00000124233
Q96A04,ENSG00000163467
Q9BXA7,ENSG00000212122
O43716,ENSG00000257218
Q8IXQ8,ENSG00000284316
Q5VU92,ENSG00000198889
O43299,ENSG00000242802
Q7RTS3,ENSG00000168267
Q9H4Z3,ENSG00000100982
Q9NZ72,ENSG00000197457
Q96BN2,ENSG00000152382
P01286,ENSG00000118702
Q6ULP2,ENSG00000119844
Q04864,ENSG00000162924
Q8WUM4,ENSG00000170248
P29074,ENSG00000088179
P51124,ENSG00000197540
P51659,ENSG00000133835
Q2VY69,ENSG00000186026
O95502,ENSG00000221890
Q8IUL8,ENSG00000160161
O60508,ENSG00000168438
Q9NZC4,ENSG00000135373
P17066,ENSG00000173110
Q6ZN17,ENSG00000187772
Q5QJE6,ENSG00000067334
Q9H1M4,ENSG00000088782
O60404,ENSG00000171936
Q969D9,ENSG00000145777
Q7L7X3,ENSG00000160551
P19087,ENSG00000134183
Q5BKY1,ENSG00000198812
O43781,ENSG00000143479
Q86TW2,ENSG00000063761
P61970,ENSG00000102898
P47804,ENSG00000148604
A1L3X0,ENSG00000164181
Q8IYM2,ENSG00000172123
Q8IYK2,ENSG00000160994
O43908,ENSG00000183542
P56746,ENSG00000106404
Q9GZS0,ENSG00000171595
Q8TES7,ENSG00000188878
Q9NTK1,ENSG00000165507
P51805,ENSG00000130827
Q8IVF6,ENSG00000180071
Q6UXG2,ENSG00000116299
Q8N4S0,ENSG00000149231
P55083,ENSG00000166482
Q08334,ENSG00000243646
Q9Y5P4,ENSG00000113163
Q9UKY7,ENSG00000091527
Q9Y5J6,ENSG00000132286
Q7Z4W2,ENSG00000151033
Q96EY8,ENSG00000139428
P02741,ENSG00000132693
P04818,ENSG00000176890
P63211,ENSG00000127928
P53803,ENSG00000147669
Q969Q6,ENSG00000092020
Q9Y6U3,ENSG00000006747
Q6UWL6,ENSG00000126259
P16083,ENSG00000124588
P82912,ENSG00000181991
Q99549,ENSG00000196199
Q96BJ3,ENSG00000186063
Q9Y244,ENSG00000132963
P51504,ENSG00000174255
Q96CH1,ENSG00000164849
P42658,ENSG00000130226
Q5T2D2,ENSG00000112195
Q8WUA2,ENSG00000131013
P40425,ENSG00000224952
Q6ZT89,ENSG00000145832
Q2T9J0,ENSG00000156521
P01583,ENSG00000115008
Q3YEC7,ENSG00000196642
Q9H2S6,ENSG00000000005
Q9Y485,ENSG00000172869
Q13724,ENSG00000115275
Q15287,ENSG00000205937
Q92665,ENSG00000102738
Q96PU8,ENSG00000112531
Q8N5J4,ENSG00000166211
Q9UH36,ENSG00000100104
Q8N3J5,ENSG00000163644
P29120,ENSG00000175426
Q9HCN4,ENSG00000198522
Q99469,ENSG00000144681
Q8TEQ0,ENSG00000048471
P28906,ENSG00000174059
P35658,ENSG00000126883
Q04771,ENSG00000115170
Q9UHR4,ENSG00000006453
Q6ZU64,ENSG00000181378
Q9BTT6,ENSG00000137269
O00165,ENSG00000143575
Q9Y3B9,ENSG00000067533
P27708,ENSG00000084774
Q86UV7,ENSG00000178809
Q9NWD9,ENSG00000102409
Q13309,ENSG00000145604
O95980,ENSG00000122707
Q99081,ENSG00000140262
P13725,ENSG00000099985
Q9GZT6,ENSG00000137500
P10243,ENSG00000185697
Q16204,ENSG00000108091
Q14765,ENSG00000138378
A1L390,ENSG00000126822
P35408,ENSG00000171522
P00390,ENSG00000104687
O75061,ENSG00000116675
Q8N8U9,ENSG00000164619
P28066,ENSG00000143106
O75936,ENSG00000129151
Q15370,ENSG00000103363
Q01113,ENSG00000292373
Q9NZV7,ENSG00000269699
P05556,ENSG00000150093
Q9H2K0,ENSG00000122033
Q969Z0,ENSG00000136270
