gene	n_methods
P50222	1
Q96HA8	1
Q96MT8	1
Q13043	1
Q2TAC2	1
Q9C0F1	1
Q05D60	1
Q9UL42	1
Q9H788	1
Q9H2X0	1
Q8TES7	1
Q08117	1
Q9UHI7	1
Q96R06	1
Q96IX9	1
Q96BZ8	1
Q9UL45	1
Q8N5R6	1
Q13895	1
Q86YD7	1
P60409	1
Q9H0I2	1
Q9P0T4	1
Q969G3	1
Q6NUQ1	1
Q9BYQ4	1
Q92608	1
Q9BYR7	1
Q9BYQ2	1
P13646	1
Q68D86	1
Q9Y2J4	1
Q9BQ24	1
P25791	1
Q9P2K3	1
Q8ND90	1
Q8NHQ1	1
Q9BYV2	1
O43609	1
P36406	1
Q12933	1
O95967	1
P37198	1
Q8IXK0	1
Q9BUZ4	1
P15884	1
Q6P1W5	1
Q9BQY4	1
Q96DA0	1
Q9ULV5	1
Q92838	1
Q8NBJ4	1
P62987	1
Q9BZW7	1
Q9NYB9	1
P31153	1
Q9UKT9	1
Q15040	1
P25786	1
Q13137	1
Q13077	1
Q53EZ4	1
Q6NYC8	1
Q3B820	1
Q8IYX8	1
P40222	1
P51116	1
Q9Y2D8	1
Q0D2H9	1
Q2TBE0	1
Q7Z417	1
Q53TS8	1
Q9UJV3	1
Q02930	1
Q8N6Y0	1
Q8WTP8	1
Q96IZ5	1
Q8TAB5	1
Q15561	1
Q9NQL9	1
Q96SQ5	1
Q8TAU3	1
Q9BT49	1
Q2WGJ6	1
Q53FD0	1
Q14D33	1
Q8N0S2	1
Q8IYE0	1
Q7Z3I7	1
Q9NUL5	1
Q15973	1
Q9BXY8	1
Q68DK2	1
O60573	1
P60411	1
Q8NA54	1
Q86Y33	1
Q8NEC5	1
P55040	1
Q63HK5	1
Q9BVV2	1
Q5TZK3	1
Q7Z3S9	1
P15622	1
Q15834	1
Q8N3L3	1
O43741	1
Q6UY14	1
Q8N5A5	1
Q9BQ66	1
Q8IYA8	1
P29972	1
Q9H5Z6	1
Q7Z3B3	1
O76015	1
Q9H257	1
Q8IWZ5	1
Q5VU43	1
Q8WWB3	1
Q6P597	1
Q15323	1
Q7L273	1
Q8IY31	1
P60410	1
Q96JN2	1
Q16512	1
Q9UBB9	1
Q9Y223	1
Q7Z3B4	1
Q8N1B4	1
P55081	1
Q96BR9	1
P60369	1
Q9UKJ5	1
Q9NVL8	1
Q8TD31	1
Q9Y252	1
Q9BWG6	1
Q8TBZ8	1
Q9NX04	1
Q8NA61	1
Q99750	1
P49639	1
Q9BYR5	1
Q5JR59	1
Q96CS2	1
P02538	1
Q9Y3C0	1
O75558	1
Q8TBE0	1
Q7Z6G3	1
Q9H2G9	1
Q8TD10	1
